ID,PROVINCIA,CANTON,DISTRITO,COD_POSTAL,AREA_KM2,POBL_2022,POBL_2011,POBL_2000
Alajuela.Guatuso.SanRafael,Alajuela,Guatuso,SanRafael,21501,304.29,10117.0,7941.0,6611.0
Alajuela.Guatuso.Buenavista,Alajuela,Guatuso,Buenavista,21502,150.97,1990.0,1573.0,5452.0
Alajuela.Guatuso.Cote,Alajuela,Guatuso,Cote,21503,183.94,1092.0,867.0,982.0
Alajuela.Guatuso.Katira,Alajuela,Guatuso,Katira,21504,114.4,6497.0,5127.0,
Alajuela.RíoCuarto.RíoCuarto,Alajuela,RíoCuarto,RíoCuarto,21601,,,,
Alajuela.RíoCuarto.SantaRita,Alajuela,RíoCuarto,SantaRita,21602,,,,
Alajuela.RíoCuarto.SantaIsabel,Alajuela,RíoCuarto,SantaIsabel,21603,,,,
Cartago.Cartago.Oriental,Cartago,Cartago,Oriental,30101,2.04,12310.0,12228.0,12839.0
Cartago.Cartago.Occidental,Cartago,Cartago,Occidental,30102,2.0,10465.0,9901.0,11139.0
Cartago.Cartago.Carmen,Cartago,Cartago,Carmen,30103,4.39,19390.0,17425.0,15980.0
Cartago.Cartago.SanNicolás,Cartago,Cartago,SanNicolás,30104,29.44,29913.0,25948.0,22193.0
Cartago.Cartago.Aguacaliente,Cartago,Cartago,Aguacaliente,30105,100.37,36408.0,31789.0,28516.0
Cartago.Cartago.Guadalupe,Cartago,Cartago,Guadalupe,30106,13.28,16547.0,14618.0,12515.0
Cartago.Cartago.Corralillo,Cartago,Cartago,Corralillo,30107,32.57,12064.0,10647.0,9366.0
Cartago.Cartago.TierraBlanca,Cartago,Cartago,TierraBlanca,30108,12.75,5926.0,5103.0,4639.0
Cartago.Cartago.DulceNombre,Cartago,Cartago,DulceNombre,30109,33.11,12004.0,10548.0,6508.0
Cartago.Cartago.LlanoGrande,Cartago,Cartago,LlanoGrande,30110,30.35,5120.0,4342.0,3665.0
Cartago.Cartago.Quebradilla,Cartago,Cartago,Quebradilla,30111,18.91,6057.0,5349.0,4697.0
Cartago.Paraíso.Paraíso,Cartago,Paraíso,Paraíso,30201,19.5,21561.0,20601.0,33398.0
Cartago.Paraíso.Santiago,Cartago,Paraíso,Santiago,30202,25.5,6493.0,5534.0,4960.0
Cartago.Paraíso.Orosi,Cartago,Paraíso,Orosi,30203,376.41,10208.0,9084.0,8862.0
Cartago.Paraíso.Cachí,Cartago,Paraíso,Cachí,30204,41.24,5944.0,5438.0,5173.0
Cartago.Paraíso.LlanosdeSantaLucía,Cartago,Paraíso,LlanosdeSantaLucía,30205,6.55,19590.0,17086.0,
Cartago.Paraíso.Birrisito,Cartago,Paraíso,Birrisito,30206,7.5,,,
Cartago.LaUnión.TresRíos,Cartago,LaUnión,TresRíos,30301,2.19,9298.0,9331.0,10009.0
Cartago.LaUnión.SanDiego,Cartago,LaUnión,SanDiego,30302,8.01,25354.0,21620.0,16595.0
Cartago.LaUnión.SanJuan,Cartago,LaUnión,SanJuan,30303,3.94,15752.0,13729.0,8139.0
Cartago.LaUnión.SanRafael,Cartago,LaUnión,SanRafael,30304,9.46,16277.0,14247.0,10961.0
Cartago.LaUnión.Concepción,Cartago,LaUnión,Concepción,30305,3.8,19259.0,16515.0,12910.0
Cartago.LaUnión.DulceNombre,Cartago,LaUnión,DulceNombre,30306,8.35,9289.0,7893.0,6598.0
Cartago.LaUnión.SanRamón,Cartago,LaUnión,SanRamón,30307,3.47,4526.0,4054.0,4640.0
Cartago.LaUnión.RíoAzul,Cartago,LaUnión,RíoAzul,30308,4.89,14860.0,12010.0,10427.0
Cartago.Jiménez.JuanViñas,Cartago,Jiménez,JuanViñas,30401,43.62,7095.0,6552.0,6387.0
Cartago.Jiménez.Tucurrique,Cartago,Jiménez,Tucurrique,30402,33.52,5601.0,4872.0,4284.0
Cartago.Jiménez.Pejibaye,Cartago,Jiménez,Pejibaye,30403,173.85,3665.0,3245.0,3375.0
Cartago.Jiménez.LaVictoria,Cartago,Jiménez,LaVictoria,30404,15.34,,,
Cartago.Turrialba.Turrialba,Cartago,Turrialba,Turrialba,30501,56.1,27039.0,26680.0,32004.0
Cartago.Turrialba.LaSuiza,Cartago,Turrialba,LaSuiza,30502,160.36,7939.0,7590.0,9202.0
Cartago.Turrialba.Peralta,Cartago,Turrialba,Peralta,30503,9.53,621.0,511.0,570.0
Cartago.Turrialba.SantaCruz,Cartago,Turrialba,SantaCruz,30504,124.94,3804.0,3208.0,3421.0
Cartago.Turrialba.SantaTeresita,Cartago,Turrialba,SantaTeresita,30505,60.0,5402.0,4744.0,5095.0
Cartago.Turrialba.Pavones,Cartago,Turrialba,Pavones,30506,42.13,4628.0,4331.0,4431.0
Cartago.Turrialba.Tuis,Cartago,Turrialba,Tuis,30507,38.88,2950.0,2837.0,2630.0
Cartago.Turrialba.Tayutic,Cartago,Turrialba,Tayutic,30508,74.91,2506.0,2374.0,4452.0
Cartago.Turrialba.SantaRosa,Cartago,Turrialba,SantaRosa,30509,22.29,5747.0,5232.0,4759.0
Cartago.Turrialba.TresEquis,Cartago,Turrialba,TresEquis,30510,37.18,1964.0,1808.0,1946.0
Cartago.Turrialba.LaIsabel,Cartago,Turrialba,LaIsabel,30511,19.96,6362.0,6116.0,
Cartago.Turrialba.Chirripó,Cartago,Turrialba,Chirripó,30512,942.09,4584.0,4185.0,
Cartago.Alvarado.Pacayas,Cartago,Alvarado,Pacayas,30601,29.68,5989.0,5628.0,5386.0
Cartago.Alvarado.Cervantes,Cartago,Alvarado,Cervantes,30602,15.19,6916.0,6230.0,4709.0
Cartago.Alvarado.Capellades,Cartago,Alvarado,Capellades,30603,34.32,2710.0,2454.0,2195.0
Cartago.Oreamuno.SanRafael,Cartago,Oreamuno,SanRafael,30701,10.27,29275.0,27248.0,23707.0
Cartago.Oreamuno.Cot,Cartago,Oreamuno,Cot,30702,15.05,11360.0,9630.0,7813.0
Cartago.Oreamuno.PotreroCerrado,Cartago,Oreamuno,PotreroCerrado,30703,18.2,2705.0,2281.0,2023.0
Cartago.Oreamuno.Cipreses,Cartago,Oreamuno,Cipreses,30704,9.31,4234.0,3700.0,2887.0
Cartago.Oreamuno.SantaRosa,Cartago,Oreamuno,SantaRosa,30705,149.81,3021.0,2614.0,2602.0
Cartago.ElGuarco.ElTejar,Cartago,ElGuarco,ElTejar,30801,6.07,27037.0,24984.0,18648.0
Cartago.ElGuarco.SanIsidro,Cartago,ElGuarco,SanIsidro,30802,134.73,11632.0,9828.0,9165.0
Cartago.ElGuarco.Tobosi,Cartago,ElGuarco,Tobosi,30803,19.9,7834.0,6569.0,5418.0
Cartago.ElGuarco.PatiodeAgua,Cartago,ElGuarco,PatiodeAgua,30804,11.05,456.0,412.0,557.0
Heredia.Heredia.Heredia,Heredia,Heredia,Heredia,40101,2.95,18988.0,18697.0,20191.0
Heredia.Heredia.Mercedes,Heredia,Heredia,Mercedes,40102,4.15,30276.0,25744.0,19717.0
Heredia.Heredia.SanFrancisco,Heredia,Heredia,SanFrancisco,40103,6.43,60166.0,49209.0,40840.0
Heredia.Heredia.Ulloa,Heredia,Heredia,Ulloa,40104,11.47,35618.0,29266.0,22456.0
Heredia.Heredia.Varablanca,Heredia,Heredia,Varablanca,40105,258.05,972.0,700.0,690.0
Heredia.Barva.Barva,Heredia,Barva,Barva,40201,0.82,5099.0,4997.0,4890.0
Heredia.Barva.SanPedro,Heredia,Barva,SanPedro,40202,7.16,12026.0,9932.0,8560.0
Heredia.Barva.SanPablo,Heredia,Barva,SanPablo,40203,6.94,10105.0,8319.0,6656.0
Heredia.Barva.SanRoque,Heredia,Barva,SanRoque,40204,1.29,5507.0,4622.0,3071.0
Heredia.Barva.SantaLucía,Heredia,Barva,SantaLucía,40205,2.87,8524.0,7413.0,5462.0
Heredia.Barva.SanJosédelaMontaña,Heredia,Barva,SanJosédelaMontaña,40206,36.82,6929.0,5377.0,3801.0
Heredia.SantoDomingo.SantoDomingo,Heredia,SantoDomingo,SantoDomingo,40301,0.79,5050.0,4730.0,5181.0
Heredia.SantoDomingo.SanVicente,Heredia,SantoDomingo,SanVicente,40302,2.91,8072.0,6427.0,5167.0
Heredia.SantoDomingo.SanMiguel,Heredia,SantoDomingo,SanMiguel,40303,5.9,7988.0,6363.0,5694.0
Heredia.SantoDomingo.Paracito,Heredia,SantoDomingo,Paracito,40304,1.12,2832.0,2231.0,1604.0
Heredia.SantoDomingo.SantoTomás,Heredia,SantoDomingo,SantoTomás,40305,3.51,7953.0,6267.0,5222.0
Heredia.SantoDomingo.SantaRosa,Heredia,SantoDomingo,SantaRosa,40306,4.25,9264.0,7269.0,6396.0
Heredia.SantoDomingo.Tures,Heredia,SantoDomingo,Tures,40307,3.9,4477.0,3452.0,2720.0
Heredia.SantoDomingo.Pará,Heredia,SantoDomingo,Pará,40308,2.88,4199.0,3333.0,2764.0
Heredia.SantaBárbara.SantaBárbara,Heredia,SantaBárbara,SantaBárbara,40401,1.27,6394.0,5944.0,5452.0
Heredia.SantaBárbara.SanPedro,Heredia,SantaBárbara,SanPedro,40402,2.48,7016.0,5582.0,3652.0
Heredia.SantaBárbara.SanJuan,Heredia,SantaBárbara,SanJuan,40403,4.45,9308.0,7662.0,6245.0
Heredia.SantaBárbara.Jesús,Heredia,SantaBárbara,Jesús,40404,11.18,11842.0,9603.0,7585.0
Heredia.SantaBárbara.SantoDomingo,Heredia,SantaBárbara,SantoDomingo,40405,26.43,3699.0,2879.0,2647.0
Heredia.SantaBárbara.Purabá,Heredia,SantaBárbara,Purabá,40406,6.09,5619.0,4573.0,3600.0
Heredia.SanRafael.SanRafael,Heredia,SanRafael,SanRafael,40501,1.3,10787.0,9668.0,8651.0
Heredia.SanRafael.SanJosecito,Heredia,SanRafael,SanJosecito,40502,1.35,14331.0,11579.0,10826.0
Heredia.SanRafael.Santiago,Heredia,SanRafael,Santiago,40503,1.64,10534.0,8409.0,6878.0
Heredia.SanRafael.Ángeles,Heredia,SanRafael,Ángeles,40504,21.23,13017.0,10232.0,6780.0
Heredia.SanRafael.Concepción,Heredia,SanRafael,Concepción,40505,22.67,7891.0,6077.0,4158.0
Heredia.SanIsidro.SanIsidro,Heredia,SanIsidro,SanIsidro,40601,2.66,6413.0,6113.0,4990.0
Heredia.SanIsidro.SanJosé,Heredia,SanIsidro,SanJosé,40602,11.37,8895.0,7447.0,5102.0
Heredia.SanIsidro.Concepción,Heredia,SanIsidro,Concepción,40603,8.03,3115.0,2635.0,2081.0
Heredia.SanIsidro.SanFrancisco,Heredia,SanIsidro,SanFrancisco,40604,4.6,5232.0,4438.0,3883.0
Heredia.Belén.SanAntonio,Heredia,Belén,SanAntonio,40701,3.54,11625.0,9942.0,10256.0
Heredia.Belén.LaRibera,Heredia,Belén,LaRibera,40702,4.28,7753.0,6040.0,5687.0
Heredia.Belén.LaAsunción,Heredia,Belén,LaAsunción,40703,4.62,7475.0,5651.0,3891.0
Heredia.Flores.SanJoaquín,Heredia,Flores,SanJoaquín,40801,2.58,8341.0,7173.0,6346.0
Heredia.Flores.Barrantes,Heredia,Flores,Barrantes,40802,2.3,5340.0,4091.0,2810.0
Heredia.Flores.Llorente,Heredia,Flores,Llorente,40803,1.89,11720.0,8773.0,5882.0
Heredia.SanPablo.SanPablo,Heredia,SanPablo,SanPablo,40901,5.88,21485.0,19412.0,20813.0
Heredia.SanPablo.RincóndeSabanilla,Heredia,SanPablo,RincóndeSabanilla,40902,2.36,10034.0,8259.0,
Heredia.Sarapiquí.PuertoViejo,Heredia,Sarapiquí,PuertoViejo,41001,428.17,31580.0,20184.0,16272.0
Heredia.Sarapiquí.LaVirgen,Heredia,Sarapiquí,LaVirgen,41002,513.82,16493.0,10521.0,7648.0
Heredia.Sarapiquí.LasHorquetas,Heredia,Sarapiquí,LasHorquetas,41003,565.41,35957.0,24331.0,20094.0
Heredia.Sarapiquí.LlanurasdelGaspar,Heredia,Sarapiquí,LlanurasdelGaspar,41004,267.74,2059.0,1160.0,662.0
Heredia.Sarapiquí.Cureña,Heredia,Sarapiquí,Cureña,41005,369.02,1598.0,951.0,759.0
Guanacaste.Liberia.Liberia,Guanacaste,Liberia,Liberia,50101,563.57,67132.0,53382.0,39242.0
Guanacaste.Liberia.CañasDulces,Guanacaste,Liberia,CañasDulces,50102,243.39,4075.0,3230.0,2634.0
Guanacaste.Liberia.Mayorga,Guanacaste,Liberia,Mayorga,50103,227.39,2032.0,1599.0,1288.0
Guanacaste.Liberia.Nacascolo,Guanacaste,Liberia,Nacascolo,50104,327.05,3129.0,2249.0,1727.0
Guanacaste.Liberia.Curubandé,Guanacaste,Liberia,Curubandé,50105,81.14,3242.0,2527.0,1812.0
Guanacaste.Nicoya.Nicoya,Guanacaste,Nicoya,Nicoya,50201,310.61,27131.0,24833.0,20945.0
Guanacaste.Nicoya.Mansión,Guanacaste,Nicoya,Mansión,50202,212.47,5772.0,5717.0,4663.0
Guanacaste.Nicoya.SanAntonio,Guanacaste,Nicoya,SanAntonio,50203,334.01,7148.0,6642.0,6662.0
Guanacaste.Nicoya.QuebradaHonda,Guanacaste,Nicoya,QuebradaHonda,50204,106.03,2591.0,2523.0,2323.0
Guanacaste.Nicoya.Sámara,Guanacaste,Nicoya,Sámara,50205,109.19,4685.0,3512.0,2603.0
Guanacaste.Nicoya.Nosara,Guanacaste,Nicoya,Nosara,50206,134.57,7213.0,4912.0,2875.0
Guanacaste.Nicoya.BeléndeNosarita,Guanacaste,Nicoya,BeléndeNosarita,50207,123.0,3084.0,2686.0,2118.0
Guanacaste.SantaCruz.SantaCruz,Guanacaste,SantaCruz,SantaCruz,50301,289.6,28008.0,21544.0,17486.0
Guanacaste.SantaCruz.Bolsón,Guanacaste,SantaCruz,Bolsón,50302,32.47,2182.0,1627.0,1605.0
Guanacaste.SantaCruz.VeintisietedeAbril,Guanacaste,SantaCruz,VeintisietedeAbril,50303,301.59,9302.0,7048.0,4928.0
Guanacaste.SantaCruz.Tempate,Guanacaste,SantaCruz,Tempate,50304,129.95,6467.0,5630.0,3395.0
Guanacaste.SantaCruz.Cartagena,Guanacaste,SantaCruz,Cartagena,50305,82.56,5147.0,3824.0,2986.0
Guanacaste.SantaCruz.Cuajiniquil,Guanacaste,SantaCruz,Cuajiniquil,50306,218.65,2678.0,1789.0,1547.0
Guanacaste.SantaCruz.Diriá,Guanacaste,SantaCruz,Diriá,50307,66.26,4983.0,3905.0,3217.0
Guanacaste.SantaCruz.CaboVelas,Guanacaste,SantaCruz,CaboVelas,50308,73.5,4381.0,3362.0,2132.0
Guanacaste.SantaCruz.Tamarindo,Guanacaste,SantaCruz,Tamarindo,50309,125.86,8136.0,6375.0,3525.0
Guanacaste.Bagaces.Bagaces,Guanacaste,Bagaces,Bagaces,50401,883.98,16462.0,12367.0,9261.0
Guanacaste.Bagaces.LaFortuna,Guanacaste,Bagaces,LaFortuna,50402,163.37,3112.0,2756.0,2828.0
Guanacaste.Bagaces.Mogote,Guanacaste,Bagaces,Mogote,50403,181.79,4079.0,3398.0,2886.0
Guanacaste.Bagaces.RíoNaranjo,Guanacaste,Bagaces,RíoNaranjo,50404,43.83,1194.0,1015.0,997.0
Guanacaste.Carrillo.Filadelfia,Guanacaste,Carrillo,Filadelfia,50501,125.14,8967.0,7953.0,7143.0
Guanacaste.Carrillo.Palmira,Guanacaste,Carrillo,Palmira,50502,31.42,6910.0,5416.0,3974.0
Guanacaste.Carrillo.Sardinal,Guanacaste,Carrillo,Sardinal,50503,261.43,20094.0,14912.0,10118.0
Guanacaste.Carrillo.Belén,Guanacaste,Carrillo,Belén,50504,181.55,11785.0,8841.0,6071.0
Guanacaste.Cañas.Cañas,Guanacaste,Cañas,Cañas,50601,193.83,26577.0,20816.0,18798.0
Guanacaste.Cañas.Palmira,Guanacaste,Cañas,Palmira,50602,203.96,1361.0,988.0,916.0
Guanacaste.Cañas.SanMiguel,Guanacaste,Cañas,SanMiguel,50603,120.86,2076.0,1644.0,1520.0
Guanacaste.Cañas.Bebedero,Guanacaste,Cañas,Bebedero,50604,58.26,2582.0,2084.0,2123.0
Guanacaste.Cañas.Porozal,Guanacaste,Cañas,Porozal,50605,105.23,797.0,669.0,719.0
Guanacaste.Abangares.LasJuntas,Guanacaste,Abangares,LasJuntas,50701,229.16,10437.0,9482.0,8612.0
Guanacaste.Abangares.Sierra,Guanacaste,Abangares,Sierra,50702,112.01,2827.0,2351.0,2248.0
Guanacaste.Abangares.SanJuan,Guanacaste,Abangares,SanJuan,50703,107.46,1857.0,1585.0,1340.0
Guanacaste.Abangares.Colorado,Guanacaste,Abangares,Colorado,50704,201.04,5161.0,4621.0,4076.0
Guanacaste.Tilarán.Tilarán,Guanacaste,Tilarán,Tilarán,50801,139.43,9449.0,8677.0,7706.0
Guanacaste.Tilarán.QuebradaGrande,Guanacaste,Tilarán,QuebradaGrande,50802,33.72,3104.0,2700.0,2508.0
Guanacaste.Tilarán.Tronadora,Guanacaste,Tilarán,Tronadora,50803,142.28,2029.0,1795.0,1745.0
Guanacaste.Tilarán.SantaRosa,Guanacaste,Tilarán,SantaRosa,50804,71.8,2188.0,1945.0,1690.0
Guanacaste.Tilarán.Líbano,Guanacaste,Tilarán,Líbano,50805,72.07,958.0,865.0,860.0
Guanacaste.Tilarán.TierrasMorenas,Guanacaste,Tilarán,TierrasMorenas,50806,83.46,1545.0,1358.0,1187.0
Guanacaste.Tilarán.Arenal,Guanacaste,Tilarán,Arenal,50807,73.72,2711.0,2300.0,2175.0
Guanacaste.Tilarán.Cabeceras,Guanacaste,Tilarán,Cabeceras,50808,51.25,,,
Guanacaste.Nandayure.Carmona,Guanacaste,Nandayure,Carmona,50901,31.83,2663.0,2486.0,2012.0
Guanacaste.Nandayure.SantaRita,Guanacaste,Nandayure,SantaRita,50902,51.32,1480.0,1446.0,1489.0
Guanacaste.Nandayure.Zapotal,Guanacaste,Nandayure,Zapotal,50903,105.18,1263.0,1215.0,1267.0
Guanacaste.Nandayure.SanPablo,Guanacaste,Nandayure,SanPablo,50904,78.13,2362.0,2207.0,1734.0
Guanacaste.Nandayure.Porvenir,Guanacaste,Nandayure,Porvenir,50905,40.17,759.0,741.0,994.0
Guanacaste.Nandayure.Bejuco,Guanacaste,Nandayure,Bejuco,50906,262.17,3311.0,3026.0,2489.0
Guanacaste.LaCruz.LaCruz,Guanacaste,LaCruz,LaCruz,51001,345.5,13204.0,9195.0,7880.0
Guanacaste.LaCruz.SantaCecilia,Guanacaste,LaCruz,SantaCecilia,51002,258.16,9191.0,6258.0,5238.0
Guanacaste.LaCruz.LaGarita,Guanacaste,LaCruz,LaGarita,51003,273.37,2665.0,1688.0,1581.0
Guanacaste.LaCruz.SantaElena,Guanacaste,LaCruz,SantaElena,51004,513.35,3011.0,2040.0,1806.0
Guanacaste.Hojancha.Hojancha,Guanacaste,Hojancha,Hojancha,51101,79.05,4707.0,4245.0,3751.0
Guanacaste.Hojancha.MonteRomo,Guanacaste,Hojancha,MonteRomo,51102,74.97,724.0,671.0,799.0
Guanacaste.Hojancha.PuertoCarrillo,Guanacaste,Hojancha,PuertoCarrillo,51103,76.75,1893.0,1574.0,1287.0
Guanacaste.Hojancha.Huacas,Guanacaste,Hojancha,Huacas,51104,31.49,761.0,707.0,697.0
Guanacaste.Hojancha.Matambú,Guanacaste,Hojancha,Matambú,51105,,,,
Puntarenas.Puntarenas.Puntarenas,Puntarenas,Puntarenas,Puntarenas,60101,34.6,10342.0,8335.0,9559.0
Puntarenas.Puntarenas.Pitahaya,Puntarenas,Puntarenas,Pitahaya,60102,109.66,2755.0,2211.0,1822.0
Puntarenas.Puntarenas.Chomes,Puntarenas,Puntarenas,Chomes,60103,120.3,6645.0,5522.0,4166.0
Puntarenas.Puntarenas.Lepanto,Puntarenas,Puntarenas,Lepanto,60104,424.74,10444.0,9502.0,8928.0
Puntarenas.Puntarenas.Paquera,Puntarenas,Puntarenas,Paquera,60105,337.7,8410.0,6686.0,5666.0
Puntarenas.Puntarenas.Manzanillo,Puntarenas,Puntarenas,Manzanillo,60106,60.31,3459.0,2811.0,3192.0
Puntarenas.Puntarenas.Guacimal,Puntarenas,Puntarenas,Guacimal,60107,114.49,1173.0,923.0,990.0
Puntarenas.Puntarenas.Barranca,Puntarenas,Puntarenas,Barranca,60108,36.07,39426.0,30650.0,33493.0
Puntarenas.Puntarenas.MonteVerde,Puntarenas,Puntarenas,MonteVerde,60109,53.05,4943.0,4155.0,3285.0
Puntarenas.Puntarenas.IsladelCoco,Puntarenas,Puntarenas,IsladelCoco,60110,23.52,,,
Puntarenas.Puntarenas.Cóbano,Puntarenas,Puntarenas,Cóbano,60111,317.06,9736.0,7494.0,4576.0
Puntarenas.Puntarenas.Chacarita,Puntarenas,Puntarenas,Chacarita,60112,4.92,21244.0,17434.0,23163.0
Puntarenas.Puntarenas.Chira,Puntarenas,Puntarenas,Chira,60113,41.71,1714.0,1576.0,1534.0
Puntarenas.Puntarenas.Acapulco,Puntarenas,Puntarenas,Acapulco,60114,111.2,1560.0,1296.0,2130.0
Puntarenas.Puntarenas.ElRoble,Puntarenas,Puntarenas,ElRoble,60115,7.94,21240.0,15759.0,
Puntarenas.Puntarenas.Arancibia,Puntarenas,Puntarenas,Arancibia,60116,45.04,784.0,665.0,
Puntarenas.Esparza.EspírituSanto,Puntarenas,Esparza,EspírituSanto,60201,18.95,22181.0,15686.0,15842.0
Puntarenas.Esparza.SanJuanGrande,Puntarenas,Esparza,SanJuanGrande,60202,18.7,8915.0,6171.0,3437.0
Puntarenas.Esparza.Macacona,Puntarenas,Esparza,Macacona,60203,33.51,5482.0,4742.0,2776.0
Puntarenas.Esparza.SanRafael,Puntarenas,Esparza,SanRafael,60204,34.35,1725.0,1294.0,1135.0
Puntarenas.Esparza.SanJerónimo,Puntarenas,Esparza,SanJerónimo,60205,49.95,941.0,751.0,773.0
Puntarenas.Esparza.Caldera,Puntarenas,Esparza,Caldera,60206,62.01,,,
Puntarenas.BuenosAires.BuenosAires,Puntarenas,BuenosAires,BuenosAires,60301,555.37,29454.0,21063.0,16843.0
Puntarenas.BuenosAires.Volcán,Puntarenas,BuenosAires,Volcán,60302,187.56,3690.0,3815.0,6471.0
Puntarenas.BuenosAires.PotreroGrande,Puntarenas,BuenosAires,PotreroGrande,60303,626.4,6494.0,5956.0,5162.0
Puntarenas.BuenosAires.Boruca,Puntarenas,BuenosAires,Boruca,60304,125.02,3289.0,3074.0,2870.0
Puntarenas.BuenosAires.Pilas,Puntarenas,BuenosAires,Pilas,60305,114.81,1749.0,1659.0,1575.0
Puntarenas.BuenosAires.Colinas,Puntarenas,BuenosAires,Colinas,60306,129.07,1391.0,1371.0,1435.0
Puntarenas.BuenosAires.Chánguena,Puntarenas,BuenosAires,Chánguena,60307,273.2,2929.0,2631.0,2715.0
Puntarenas.BuenosAires.Biolley,Puntarenas,BuenosAires,Biolley,60308,208.71,2589.0,2455.0,3068.0
Puntarenas.BuenosAires.Brunka,Puntarenas,BuenosAires,Brunka,60309,162.96,3197.0,3220.0,
Puntarenas.MontesdeOro.Miramar,Puntarenas,MontesdeOro,Miramar,60401,110.64,9027.0,8298.0,6842.0
Puntarenas.MontesdeOro.LaUnión,Puntarenas,MontesdeOro,LaUnión,60402,78.33,1513.0,1249.0,1464.0
Puntarenas.MontesdeOro.SanIsidro,Puntarenas,MontesdeOro,SanIsidro,60403,57.87,4047.0,3403.0,2853.0
Puntarenas.Osa.PuertoCortés,Puntarenas,Osa,PuertoCortés,60501,230.98,8844.0,7969.0,6295.0
Puntarenas.Osa.Palmar,Puntarenas,Osa,Palmar,60502,250.72,9716.0,9815.0,9906.0
Puntarenas.Osa.Sierpe,Puntarenas,Osa,Sierpe,60503,631.15,3645.0,4205.0,4124.0
Puntarenas.Osa.BahíaBallena,Puntarenas,Osa,BahíaBallena,60504,160.39,3487.0,3306.0,1990.0
Puntarenas.Osa.PiedrasBlancas,Puntarenas,Osa,PiedrasBlancas,60505,263.27,4529.0,4138.0,3546.0
Puntarenas.Osa.BahíaDrake,Puntarenas,Osa,BahíaDrake,60506,393.39,1162.0,,
Puntarenas.Quepos.Quepos,Puntarenas,Quepos,Quepos,60601,235.81,25665.0,19858.0,14925.0
Puntarenas.Quepos.Savegre,Puntarenas,Quepos,Savegre,60602,216.07,4116.0,3326.0,2787.0
Puntarenas.Quepos.Naranjito,Puntarenas,Quepos,Naranjito,60603,104.68,4239.0,3677.0,2476.0
Puntarenas.Golfito.Golfito,Puntarenas,Golfito,Golfito,60701,357.32,11867.0,11284.0,10915.0
Puntarenas.Golfito.PuertoJiménez,Puntarenas,Golfito,PuertoJiménez,60702,722.56,12836.0,8789.0,6102.0
Puntarenas.Golfito.Guaycará,Puntarenas,Golfito,Guaycará,60703,323.11,14120.0,12918.0,11456.0
Puntarenas.Golfito.Pavón,Puntarenas,Golfito,Pavón,60704,353.26,7700.0,6159.0,5350.0
Puntarenas.CotoBrus.SanVito,Puntarenas,CotoBrus,SanVito,60801,74.88,16629.0,14834.0,15531.0
Puntarenas.CotoBrus.Sabalito,Puntarenas,CotoBrus,Sabalito,60802,186.82,13202.0,10984.0,11084.0
Puntarenas.CotoBrus.Aguabuena,Puntarenas,CotoBrus,Aguabuena,60803,63.75,7050.0,6286.0,6962.0
Puntarenas.CotoBrus.Limoncito,Puntarenas,CotoBrus,Limoncito,60804,124.04,4152.0,3591.0,3448.0
Puntarenas.CotoBrus.Pittier,Puntarenas,CotoBrus,Pittier,60805,255.23,3247.0,2758.0,3057.0
Puntarenas.CotoBrus.GutiérrezBraun,Puntarenas,CotoBrus,GutiérrezBraun,60806,238.38,,,
Puntarenas.Parrita.Parrita,Puntarenas,Parrita,Parrita,60901,480.44,20984.0,16115.0,12112.0
Puntarenas.Corredores.Corredor,Puntarenas,Corredores,Corredor,61001,276.37,20050.0,17250.0,16718.0
Puntarenas.Corredores.LaCuesta,Puntarenas,Corredores,LaCuesta,61002,37.06,5333.0,3906.0,3623.0
Puntarenas.Corredores.Canoas,Puntarenas,Corredores,Canoas,61003,122.54,15929.0,11527.0,8464.0
Puntarenas.Corredores.Laurel,Puntarenas,Corredores,Laurel,61004,188.38,12172.0,9148.0,8469.0
Puntarenas.Garabito.Jacó,Puntarenas,Garabito,Jacó,61101,141.11,18613.0,11685.0,6371.0
Puntarenas.Garabito.Tárcoles,Puntarenas,Garabito,Tárcoles,61102,172.87,8791.0,5544.0,4007.0
Limón.Limón.Limón,Limón,Limón,Limón,70101,59.51,60710.0,61072.0,60298.0
Limón.Limón.ValleLaEstrella,Limón,Limón,ValleLaEstrella,70102,1238.66,20818.0,17908.0,16907.0
Limón.Limón.RíoBlanco,Limón,Limón,RíoBlanco,70103,131.29,10257.0,8307.0,6318.0
Limón.Limón.Matama,Limón,Limón,Matama,70104,339.13,8451.0,7128.0,6410.0
Limón.Pococí.Guápiles,Limón,Pococí,Guápiles,70201,222.63,39611.0,36469.0,27368.0
Limón.Pococí.Jiménez,Limón,Pococí,Jiménez,70202,109.44,13052.0,10501.0,6644.0
Limón.Pococí.Rita,Limón,Pococí,Rita,70203,502.39,29241.0,24041.0,21841.0
Limón.Pococí.Roxana,Limón,Pococí,Roxana,70204,175.67,20342.0,16790.0,15706.0
Limón.Pococí.Cariari,Limón,Pococí,Cariari,70205,200.96,40278.0,34176.0,28080.0
Limón.Pococí.Colorado,Limón,Pococí,Colorado,70206,1158.91,5040.0,3985.0,3482.0
Limón.Pococí.LaColonia,Limón,Pococí,LaColonia,70207,39.1,7110.0,,
Limón.Siquirres.Siquirres,Limón,Siquirres,Siquirres,70301,373.27,34576.0,31637.0,31358.0
Limón.Siquirres.Pacuarito,Limón,Siquirres,Pacuarito,70302,219.43,10804.0,8756.0,8707.0
